mac_address,symbol,windows_address
10203df0,ForceLoadVram__8CResFONTFUl,45dab0
10203e66,OnLoad__8CResFONTFv,45daf0
10203eb6,ASCIItoZRLE__8CResFONTCFUl,45db20
10203ef2,GetSize__8CResFONTCFPCcUl,45db30
1020401a,Load__11CResPALETTEFUl,45dd90
102040ba,Load__10CResSTRINGFUl,45de00
10204158,Load__9CResMOVIEFUl,45de70
102041e0,__ct__9CResMOVIEFUl,45df20
1020425c,__dt__9CResMOVIEFv,45df70
102042e6,AllocateResources__9CResMOVIEFUl,45dfa0
10204396,DirectResources__9CResMOVIEFUlRPUcRPUc,45e060
1020443c,DirectResources__9CResMOVIEFUlRPUc,45e0c0
102044d6,UnLoadResources__9CResMOVIEFUlUc,45e120
10204542,Load__10CResBITMAPFUl,45e210
102045f4,SetHeader__10CResBITMAPFv,45e290
10204650,Load__8CResZRLEFUl,45e2b0
10204714,SetHeader__8CResZRLEFv,45e340
102047a8,Load__10CResEFFECTFUl,45e380
10204846,Load__7CResBINFUl,45e540
102048e0,__ct__17CBaseQueueHandlerFv,462ea0
1020492a,ProcessMsg__17CBaseQueueHandlerFP10tagMESSAGE,462ec0
1020497e,StreamOut__17CBaseQueueHandlerFR10CVSOStream,462ed0
102049ba,PackParam__Fss,463000
102049f4,__ct__10CBaseQueueFUi,463020
10204aac,__ct__10CBaseQueueFUiPc,4630a0
10204b66,__dt__10CBaseQueueFv,463120
10204b66,__dt__10CBaseQueueFv,463940
10204bfa,Post__10CBaseQueueFR10tagMESSAGE,4631a0
10204cd8,Send__10CBaseQueueFR10tagMESSAGE,463230
10204d68,StreamOut__10CBaseQueueFR10CVSOStream,463280
10204d9e,Attach__10CBaseQueueFP17CBaseQueueHandleri,4632a0
10204ee0,Detach__10CBaseQueueFP17CBaseQueueHandleri,4633b0
10204fbe,GetNth__10CBaseQueueFP10tagMESSAGEUi,463570
1020503c,PeekNth__10CBaseQueueFP10tagMESSAGEUi,4635b0
102050dc,PutNth__10CBaseQueueFP10tagMESSAGEUi,463610
102051fe,DeleteNth__10CBaseQueueFUi,4636e0
10205344,ProcessNMsgs__10CBaseQueueFUi,463810
10205402,Process__10CBaseQueueFP10tagMESSAGE,4638a0
102054aa,__ct__12CTextManagerFUliiUi,469c60
1020568a,__dt__12CTextManagerFv,469e20
10205762,LoadFont__12CTextManagerFUl,469eb0
102057c2,GetFont__12CTextManagerFUl,469ef0
10205814,UnLoadFont__12CTextManagerFUl,469f10
10205874,DrawString__12CTextManagerFP4CGDIR8CVSPointRC7CVSSizeUlPcUlP6CRemap,469f50
10205946,DrawString__12CTextManagerFP4CGDIR8CVSPointRC7CVSSizeUl7CStringUlP6CRemap,469fd0
10205a3a,ResetPrimitives__12CTextManagerFv,46a070
10205a70,_VSRELassert,45b8e0
10205a9a,__ct__11CBaseCursorFv,46aec0
10205b80,__dt__11CBaseCursorFv,46af30
10205b80,__dt__11CBaseCursorFv,46ba30
10205c5c,Initialise__11CBaseCursorFv,46afd0
10205de2,ProcessMsg__11CBaseCursorFP10tagMESSAGE,46b0e0
10206040,SetPos__11CBaseCursorFRC8CVSPoint,46b2c0
102060aa,SetMainID__11CBaseCursorFUl,46b310
10206134,SetActive__11CBaseCursorFUc,46b370
102061ca,SetMainID__11CBaseCursorFUli,46b3b0
10206282,InWindow__11CBaseCursorFP5CGWnd,46b460
1020646c,Draw__11CBaseCursorFP5CGWnd,46b5c0
102067b8,Process__11CBaseCursorFv,46b810
10206b96,__as__19CFileNetworkAddressF15eBroadcastTypes,4794e0
10206c0c,__gt__19CFileNetworkAddressFR15CNetworkAddress,479510
10206c6c,__ct__14CHeaderMessageFv,479540
10206cd2,AddData__14CHeaderMessageFv,479580
10206d46,GetData__14CHeaderMessageFv,4795d0
10206dc4,__ct__8CHeadersFi,479620
10206e82,__dt__8CHeadersFv,4796e0
10206e82,__dt__8CHeadersFv,47b7d0
10206eec,AddData__8CHeadersFv,479790
10206f50,GetData__8CHeadersFv,4797d0
10206fb0,__ct__13CPortsMessageFv,479810
10207028,AnyUsed__13CPortsMessageFv,479860
10207070,CreateSocket__17CFileCommonSocketFPCc,479880
10207138,SysCloseSocket__17CFileCommonSocketFv,479900
10207188,__ct__15CFileBaseSocketFv,479920
102071b6,__ct__15CFileReadSocketFv,479930
10207326,Read__15CFileReadSocketFR15CNetworkMessageUcUc,479a40
1020742e,ReadBuff__15CFileReadSocketFi,479b30
1020754c,Process__15CFileReadSocketFv,479c10
102077ea,__ct__16CFileWriteSocketFv,479e20
1020795a,__dt__16CFileWriteSocketFv,479f40
1020795a,__dt__16CFileWriteSocketFv,47bcc0
10207a8c,Write__16CFileWriteSocketFR15CNetworkMessageUcUc,479fa0
10207bba,SetDestAddr__16CFileWriteSocketFP15CNetworkAddress,47a090
10207c0a,SendPacket__16CFileWriteSocketFPCUci,47a0b0
10207d98,__ct__13CFileRWSocketFv,47a220
10208024,SendPacket__13CFileRWSocketFPCUci,47a420
10208096,IncOpenCount__19CFileOpenManagementFv,47a470
10208148,DecOpenCount__19CFileOpenManagementFv,47a4d0
102081fa,SysCloseSocket__19CFileOpenManagementFv,47a530
10208278,__ct__14CFileBroadcastFv,47a570
102088cc,__dt__14CFileBroadcastFv,47a910
102088cc,__dt__14CFileBroadcastFv,47bb60
10208d44,InitialiseFile__14CFileBroadcastFv,47aa10
10208e36,GetSpecificAddr__14CFileBroadcastFPCc,47ab10
10208e68,Start__14CFileBroadcastFPCc,47ab20
10208fb0,ReadPortInfo__14CFileBroadcastFv,47ac50
1020909c,WritePortInfo__14CFileBroadcastFv,47ace0
10209196,FindPort__14CFileBroadcastFPCUc,47ad70
10209276,ResetPort__14CFileBroadcastFs,47ae00
1020935e,StartListen__14CFileBroadcastFv,47aed0
10209392,StopListen__14CFileBroadcastFv,47aee0
102093c4,Process__14CFileBroadcastFv,47aef0
1020942a,__ct__12CFileConnectFv,47af30
10209a58,__dt__12CFileConnectFv,47b2a0
10209a58,__dt__12CFileConnectFv,47bf40
10209eb2,InitialiseFile__12CFileConnectFv,47b370
10209f16,Start__12CFileConnectFPCcPCc,47b3b0
10209fa2,InitSocket__12CFileConnectFv,47b440
1020a04c,Listen__12CFileConnectFP15CNetworkAddress,47b4d0
1020a114,Connect__12CFileConnectFv,47b540
1020a186,ConnectSetup__12CFileConnectFv,47b580
1020a488,Initialise__15CNetworkMessageFv,45ee80
1020a4ce,__dt__15CNetworkMessageFv,40ac00
1020a4ce,__dt__15CNetworkMessageFv,45eea0
1020a574,Add__15CNetworkMessageFUl,45ef10
1020a5ac,Add__15CNetworkMessageFUs,45ef40
1020a5e4,Add__15CNetworkMessageFUc,45ef60
1020a618,Add__15CNetworkMessageFPCc,45ef70
1020a670,Add__15CNetworkMessageFPCUci,45efc0
1020a6c6,GetDWORD__15CNetworkMessageFv,45eff0
1020a700,Get__15CNetworkMessageFRUl,45f010
1020a73c,ConvertDWORD__15CNetworkMessageFv,45f040
1020a772,GetWORD__15CNetworkMessageFv,45f070
1020a7ac,Get__15CNetworkMessageFRUs,45f090
1020a7e8,ConvertWORD__15CNetworkMessageFv,45f0b0
1020a81c,GetBYTE__15CNetworkMessageFv,45f0d0
1020a856,Get__15CNetworkMessageFRUc,45f0f0
1020a88e,ConvertBYTE__15CNetworkMessageFv,45f110
1020a8c2,Get__15CNetworkMessageFRPCc,45f120
1020a90e,Get__15CNetworkMessageFRPCUci,45f140
1020a94a,GetCopy__15CNetworkMessageFPc,45f160
1020a9a0,GetCopy__15CNetworkMessageFPUci,45f1b0
1020a9f8,OpenDataStream__15CNetworkMessageFv,45f1e0
1020aaa4,CloseDataStream__15CNetworkMessageFv,45f240
1020aadc,CopyDataStream__15CNetworkMessageFPUci,45f250
1020ab56,Set__15CNetworkMessageFPUc,45f280
1020abb4,Send__15CNetworkMessageFP8CConnect,45f2b0
1020ac3e,AddHeader__17CBroadcastMessageFv,45f360
1020ac7a,GetHeader__17CBroadcastMessageFv,45f370
1020ace8,__ct__15CMessReqConnectFPCc,45f3d0
1020ad6e,GetData__15CMessReqConnectFv,45f430
1020adc4,AddData__15CMessReqConnectFv,45f460
1020ae1c,__ct__15CMessReqNewPortFPCc,45f490
1020ae66,GetData__15CMessReqNewPortFv,45f4b0
1020aea8,AddData__15CMessReqNewPortFv,45f4d0
1020aeec,__ct__14CMessOKConnectFPCc,45f4f0
1020af6a,GetData__14CMessOKConnectFv,45f540
1020afae,AddData__14CMessOKConnectFv,45f560
1020aff4,__ct__14CMessGOConnectFPCc,45f580
1020b072,GetData__14CMessGOConnectFv,45f5d0
1020b0b6,AddData__14CMessGOConnectFv,45f5f0
1020b0fc,__ct__18CMessFAILEDConnectFPCc,45f610
1020b178,GetData__18CMessFAILEDConnectFv,45f660
1020b1b2,AddData__18CMessFAILEDConnectFv,45f670
1020b1ec,__ct__17CBaseCommonSocketFv,45f680
1020b25a,__dt__17CBaseCommonSocketFv,45f6c0
1020b2b2,SocketError__17CBaseCommonSocketF13NetworkErrors,45f6e0
1020b332,CloseSocket__17CBaseCommonSocketFv,45f720
1020b3a4,__ct__11CBaseSocketFv,45f750
1020b3fe,AddData__11CBaseSocketFv,45f790
1020b480,GetData__11CBaseSocketFv,45f7f0
1020b4d4,__ct__11CReadSocketFv,45f820
1020b56e,__dt__11CReadSocketFv,45f8a0
1020b5fe,DeleteNCBuffers__11CReadSocketFv,45f8d0
1020b682,DeleteCBuffers__11CReadSocketFv,45f900
1020b704,SetNCBuffers__11CReadSocketFUlUli,45f930
1020b7a8,SetCBuffers__11CReadSocketFii,45f9b0
1020b85c,ProcessPacket__11CReadSocketFv,45fa40
1020ba78,Process__11CReadSocketFv,45fbb0
1020bb26,IsChanged__11CReadSocketFR15CNetworkMessage,45fc30
1020bb80,GetLatest__11CReadSocketFR15CNetworkMessage,45fc50
1020bc08,UnUseAllNC__11CReadSocketFv,45fcc0
1020bc3c,UnUseAllC__11CReadSocketFv,45fcd0
1020bc70,__ct__12CWriteSocketFv,45fce0
1020bd2c,__dt__12CWriteSocketFv,45fd80
1020bdd8,_SetDestAddr__12CWriteSocketFP15CNetworkAddress,45fde0
1020be2a,DeleteNCBuffers__12CWriteSocketFv,45fdf0
1020be88,DeleteCBuffers__12CWriteSocketFv,45fe10
1020bf10,SetNCBuffers__12CWriteSocketFUlUli,45fe50
1020bf46,SetCBuffers__12CWriteSocketFii,45fe60
1020bfac,SendCritical__12CWriteSocketFR15CNetworkMessage,45fea0
1020c082,ResendCritical__12CWriteSocketFP12CWritePacket,45ff20
1020c112,SendNCMS__12CWriteSocketFR15CNetworkMessage,45ff70
1020c292,Send__12CWriteSocketFR15CNetworkMessage,4600d0
1020c3b0,SendAcknowledgement__12CWriteSocketFv,4601b0
1020c404,ReceiveAcknowledgement__12CWriteSocketFv,4601e0
1020c4cc,Closed__12CWriteSocketFUc,460260
1020c50a,Process__12CWriteSocketFv,460280
1020c60e,__ct__10CBroadcastFv,460350
1020c7ac,__dt__10CBroadcastFv,4604e0
1020c914,Closed__10CBroadcastFUc,4605b0
1020c956,FindPort__10CBroadcastFPCUc,4605d0
1020c9b8,SetSpecificAddr__10CBroadcastFPCc,460610
1020ca24,Initialise__10CBroadcastFPCc,460650
1020cb54,Stop__10CBroadcastFv,4607f0
1020cba0,PostRead__10CBroadcastF13NetworkEventsP11CBasePacket,460830
1020ccae,AddToMessage__10CBroadcastFR17CBroadcastMessage,4608f0
1020cd06,Process__10CBroadcastFv,460910
1020ce14,SendFailedInit__10CBroadcastF13NetworkErrors,4609f0
1020ce72,Run__10CBroadcastFv,460a20
1020ceaa,Suspend__10CBroadcastFv,460a40
1020ced4,Send__10CBroadcastFP15CNetworkAddressR17CBroadcastMessage,460a50
1020cf50,__ct__8CConnectFv,460a90
1020d0c6,__dt__8CConnectFv,460c00
1020d1c2,InitConnect__8CConnectFPCcP15CNetworkAddresss,460c60
1020d25e,CheckConnectTime__8CConnectFv,460ce0
1020d2b6,SetConnectTime__8CConnectFv,460d10
1020d2ea,Stop__8CConnectFv,460d20
1020d348,FirstReceive__8CConnectFv,460d70
1020d414,Send__8CConnectFR15CNetworkMessage,460e40
1020d4ea,Closed__8CConnectFUc,460f00
1020d556,ReceiveAcknowledgement__8CConnectFv,460f60
1020d5cc,Kill__8CConnectFv,460fb0
1020d63a,PostRead__8CConnectF13NetworkEventsP11CBasePacket,460ff0
1020d6a8,Process__8CConnectFv,461030
1020d71a,__ct__11CReadPacketFUs,461090
1020d7a0,__dt__11CReadPacketFv,4610f0
1020d808,Fill__11CReadPacketFPCUcUs,461140
1020d87c,__ct__12CWritePacketFUs,461190
1020d8d4,__dt__12CWritePacketFv,4611c0
1020d932,Fill__12CWritePacketFPCUcUsP15CNetworkMessage,4611e0
1020d9a0,__ct__15CBasePacketBuffFiUs,461210
1020da00,__dt__15CBasePacketBuffFv,461250
1020da8a,__ct__15CReadPacketBuffFiUs,461290
1020db06,FillPacket__15CReadPacketBuffFi,4612f0
1020db6a,UnUseAll__15CReadPacketBuffFv,461310
1020dbb0,__ct__16CWritePacketBuffFiUs,461340
1020dc2e,FillPacket__16CWritePacketBuffFiPCUcUsP15CNetworkMessage,4613a0
1020dc92,__ct__11CReadMSBuffFiiUs,4613d0
1020dd1a,__dt__11CReadMSBuffFv,461440
1020dd7a,FillPacket__11CReadMSBuffFv,461470
1020de9c,__ct__11CReadNCBuffFUlUs,461560
1020deea,UpdatePacket__11CReadNCBuffFv,461580
1020df94,GetPacket__11CReadNCBuffFUl,4615f0
1020dfd8,__ct__13CReadNCMSBuffFUlUliUs,461610
1020e0a4,__dt__13CReadNCMSBuffFv,4616b0
1020e140,UpdateSubPacket__13CReadNCMSBuffFv,461700
1020e212,__ct__10CReadCBuffFiUs,461780
1020e258,StorePacket__10CReadCBuffFv,4617a0
1020e2f0,NextPacketReady__10CReadCBuffFv,461810
1020e358,__ct__12CReadCMSBuffFiiUs,461840
1020e402,__dt__12CReadCMSBuffFv,4618e0
1020e49e,StoreSubPacket__12CReadCMSBuffFv,461930
1020e50a,__ct__11CWriteCBuffFiUs,461970
1020e540,StorePacket__11CWriteCBuffFUsPCUciP15CNetworkMessage,461990
1020e5cc,IsPacketAvailable__11CWriteCBuffFUs,4619d0
1020e61c,__ct__12CBaseNetworkFv,4619f0
1020e6fc,Initialise__12CBaseNetworkFPCci,461aa0
1020e886,DoInitialise__12CBaseNetworkFv,461bd0
1020ea84,__dt__12CBaseNetworkFv,461db0
1020eb50,ShutDown__12CBaseNetworkFv,461e10
1020eda0,Delete__12CBaseNetworkFP8CConnect,461fc0
1020ee72,NewConnect__12CBaseNetworkFv,462040
1020ef72,Exists__12CBaseNetworkFP8CConnect,462130
1020efec,FindConnection__12CBaseNetworkFP15CNetworkAddress,462180
1020f06e,KillUnBornConnection__12CBaseNetworkFP15CNetworkAddress,4621c0
1020f0d2,CtoSRequestConnect__12CBaseNetworkFP15CNetworkAddress,4621e0
1020f1cc,CtoSRequestNewPort__12CBaseNetworkFP15CNetworkAddress,462280
1020f2fc,StoCOKConnect__12CBaseNetworkFP15CNetworkAddress,462340
1020f47c,StoCFAILEDConnect__12CBaseNetworkFP15CNetworkAddress,462460
1020f4d2,CtoSGOConnect__12CBaseNetworkFP15CNetworkAddress,462480
1020f53c,Establish__12CBaseNetworkFP15CNetworkAddressPUc,4624a0
1020f632,SetNCBuffers__12CBaseNetworkFUlUli,462550
1020f676,SetCBuffers__12CBaseNetworkFii,462570
1020f6b0,AttachMessageQueue__12CBaseNetworkFP17CBaseQueueHandler,462590
1020f710,DetachMessageQueue__12CBaseNetworkFv,4625b0
1020f768,Process__12CBaseNetworkFv,4625e0
1020f866,SendAll__12CBaseNetworkFR15CNetworkMessage,462720
1020f8f0,ProcessMsg__12CBaseNetworkFP10tagMESSAGE,4627b0
1020f994,__ct__9CPVButtonFRC7CVSRectP7CPVGWnd,467c10
1020fa78,__ct__9CPVButtonFP7CPVGWnd,467cd0
1020fb1a,Initialise__9CPVButtonFv,467d50
1020fb9a,__dt__9CPVButtonFv,467dd0
1020fb9a,__dt__9CPVButtonFv,469880
1020fc6e,SetAutoDraw__9CPVButtonFUc,467e40
1020fc9e,CheckForceDraw__9CPVButtonFv,467e50
1020fdc2,_DrawButton__9CPVButtonFv,467ef0
1020fe1c,Draw__9CPVButtonFUc,467f30
1020fe92,OnEnter__9CPVButtonFv,467fa0
1020fee4,OnExit__9CPVButtonFv,467fd0
1020ff28,ConvertDoubleClick__9CPVButtonF12BUTTON_FLAGS,468000
1020ff92,OnButtonDown__9CPVButtonFRC8CVSPoint12BUTTON_FLAGS,468050
1021004e,OnButtonUp__9CPVButtonFRC8CVSPoint12BUTTON_FLAGS,4680c0
10210100,OnExternalButtonUp__9CPVButtonFRC8CVSPoint12BUTTON_FLAGS,468130
1021019e,_OnReleased__9CPVButtonF12BUTTON_FLAGS,468180
10210234,_OnPressed__9CPVButtonF12BUTTON_FLAGS,4681f0
102102ca,_OnEnterButton__9CPVButtonFv,468260
10210330,_OnExitButton__9CPVButtonFv,4682b0
10210394,_DrawButton__16CDepressedButtonFv,468300
10210416,OnPaint__16CDepressedButtonFRC7CVSRect,468360
10210510,__ct__14CGraphicButtonFRC8CVSPointP7CPVGWndUlUl,468530
1021068c,Initialise__14CGraphicButtonFv,4686e0
10210906,SetAnimID__14CGraphicButtonFUl,4688e0
10210966,__dt__14CGraphicButtonFv,468920
10210966,__dt__14CGraphicButtonFv,4698c0
10210a2a,OnDestroy__14CGraphicButtonFv,468980
10210a70,DrawButton__14CGraphicButtonFv,4689a0
10210b68,__ct__10CFontTableFP8CResFONT,473650
10210c14,GetZRLE__10CFontTableCFi,473700
10210c48,GetChar__10CFontTableCFP8CResZRLE,473710
10210c9e,__dt__10CFontTableFv,473730
10210c9e,__dt__10CFontTableFv,473750
10210cf8,__ct__11CChangeListFi7CVSSize7CVSSize,4669a0
10210e4c,FreeMap__11CChangeListFv,466a90
10210e98,AllocMap__11CChangeListFv,466ac0
10210eea,Resize__11CChangeListF7CVSSize,466af0
10210f9a,Reset__11CChangeListFv,466b60
10211012,__dt__11CChangeListFv,466b90
10211070,PushActive__11CChangeListFUc,466bc0
102110ce,PopActive__11CChangeListFv,466bd0
10211106,Add__11CChangeListFRC7CVSRect,466be0
1021122a,SetDrawMark__11CChangeListFv,466d10
1021128c,GetArea__11CChangeListFv,466d30
102112b8,GetNextArea__11CChangeListFUcUcUc,466d40
10211504,GetNumItems__11CChangeListFv,466ef0
10211630,GetNItem__11CChangeListFi,467000
1021167a,GetDrawMark__11CChangeListFv,467020
102116c8,vsOpen__FPcPc,462ee0
102116ee,vsClose__FP6_Filet,462f20
10211716,vsRead__FP6_FiletPvUl,462f30
1021174c,vsWrite__FP6_FiletPvUl,462f50
10211796,vsSeek__FP6_Filetli,462f80
102117d0,vsTell__FP6_Filet,462fb0
102117f6,vsGetFileSize__FP6_Filet,462fc0
1021184c,__ct__4CGDIFRC7CVSRectiP8CSurface,467060
102118e6,__dt__4CGDIFv,4670d0
1021193c,AddToList__4CGDIFP10CPrimitive,4670f0
1021197a,Render__4CGDIFv,467110
102119ee,NextPos__5CTextFv,4749c0
10211ad8,Render__5CTextFP4CGDI,474a20
10211c8a,__ct__15CHotAreaHandlerFRC7CVSRect,46a290
10211d28,__ct__15CHotAreaHandlerFv,46a300
10211d84,Initialise__15CHotAreaHandlerFv,46a330
10211dce,Reset__15CHotAreaHandlerFv,46a350
10211e2a,ProcessArea__15CHotAreaHandlerFP10tagMESSAGERC8CVSPointP15CHotAreaHandler,46a380
10212060,SetActive__15CHotAreaHandlerFUc,46a530
102120b6,SetParent__15CHotAreaHandlerFP12CHotAreaList,46a560
10212102,__ct__12CHotAreaListFRC7CVSRectRC8CVSPointRC8CVSPoint,46a580
1021221e,__dt__12CHotAreaListFv,46a650
1021221e,__dt__12CHotAreaListFv,46aa50
102122f4,UpdateHandlers__12CHotAreaListFv,46a6d0
10212332,DeleteEntry__12CHotAreaListFP15CHotAreaElement,46a6e0
102123ae,ProcessMsg__12CHotAreaListFP10tagMESSAGE,46a710
10212456,ProcessHandlers__12CHotAreaListFRC8CVSPointP10tagMESSAGE,46a770
1021272e,AddToList__12CHotAreaListFP15CHotAreaHandler,46a9a0
102127d0,RemoveFromList__12CHotAreaListFP15CHotAreaHandler,46aa00
1021284a,__ct__12CPVGDIBitmapFv,472290
102128ca,__dt__12CPVGDIBitmapFv,4722d0
1021291c,Free__12CPVGDIBitmapFv,4722e0
10212962,Initialise__12CPVGDIBitmapFv,472310
102129b4,CreateLinePtrs__12CPVGDIBitmapFv,472340
10212a46,ResetLinePtrs__12CPVGDIBitmapFv,4723a0
10212ae8,SetLinePtrs__12CPVGDIBitmapFv,472400
10212b5e,Scroll__12CPVGDIBitmapFRC7CVSRectRC8CVSPoint,472440
10212c50,SetSize__12CPVGDIBitmapFRC7CVSSizei,4725f0
10212d18,SetBitsBase__12CPVGDIBitmapFPUci,472670
10212d8a,GetRects__12CPVGDIBitmapFRC7CVSRectRP7CVSRectRP7CVSRect,4726b0
10212e96,ResetScroll__12CPVGDIBitmapFv,472760
10212ec6,Post__11CTimedQueueFR10tagMESSAGE,458e80
10212f5e,Send__11CTimedQueueFR10tagMESSAGE,458ef0
10212fae,OkFailed__FUc,458f10
10212fda,strtol__FPcPPci,458f30
10213030,_STRM_Init__Fv,458f70
10213176,_STRM_Quit__Fv,4590b0
10213258,_INP_Init__Fv,459130
1021332e,_INP_Quit__Fv,4591f0
102133dc,INIT_SubSystems__Fv,459250
102137a8,INIT_QuitSubSystems__Fv,459520
102138be,INIT_CheckOptions__FPc,4595d0
102139c8,INIT_CmdLine__FPc,4596b0
10213b1e,INIT_Main__FPc,459860
10213c3a,_VSExit__Fi,459970
10213c52,__ct__12CVSStreambufFPci,4583e0
10213c84,__dt__12CVSStreambufFv,458400
10213c84,__dt__12CVSStreambufFv,458e60
10213cca,__ct__6CVSIOsFP12CVSStreambuf,458410
10213d20,__dt__6CVSIOsFv,407e10
10213d20,__dt__6CVSIOsFv,458440
10213d5e,__ct__10CVSOStreamFP12CVSStreambuf,458450
10213dc6,__dt__10CVSOStreamFv,4584a0
10213e2a,_FormatNum__10CVSOStreamFv,4584c0
10213f2c,__ls__10CVSOStreamFPCc,4585b0
10213f6a,__ls__10CVSOStreamFc,4585d0
10213fa6,__ls__10CVSOStreamFl,4585f0
10213ff6,__ls__10CVSOStreamFi,458630
10214046,__ls__10CVSOStreamFPCv,458670
102140ba,__ls__10CVSOStreamFUl,4586e0
1021410a,__ls__10CVSOStreamF3HEX,458780
10214186,__ls__10CVSOStreamF4HEX8,4589c0
10214240,__ls__10CVSOStreamF5CHAR4,458d40
1021429c,vsLtoa__FlPci,458d80
102142e8,vsULtoa__FUlPci,458db0
102143c6,__ct__17CVSDebugStreambufFPciPFPc_Uc,45ad70
10214448,__dt__17CVSDebugStreambufFv,45adc0
10214448,__dt__17CVSDebugStreambufFv,45af60
1021449e,flush__17CVSDebugStreambufFv,45add0
10214504,sputc__17CVSDebugStreambufFc,45ae10
1021466a,sputs__17CVSDebugStreambufFPc,45af20
102146c8,SqRoot__7CVSMathFUi,45a9b0
102147c2,__ct__6CArenaFUlPcP6CArenaP6CArena,4599f0
1021484c,DeleteLists__6CArenaFv,459a40
102148f6,__dt__6CArenaFv,459aa0
1021492e,CheckAndAmalgamate__6CArenaFP7CMBlockP7CMBlock,459b10
102149fc,AddToFreeList__6CArenaFP7CMBlock,459bd0
10214a5a,AddToBlockList__6CArenaFP7CMBlockP7CMBlock,459c00
10214ad4,AddToArenaList__6CArenaFP6CArena,459c40
10214b40,RemoveFromFreeList__6CArenaFP7CMBlock,459c80
10214bac,RemoveFromBlockList__6CArenaFP7CMBlock,459cb0
10214c18,RemoveFromArenaList__6CArenaFP6CArena,459ce0
10214c90,FindSmallestBlock__6CArenaFUlPc,459d20
10214d12,Allocate__6CArenaFPPUcUlPc,459d70
10214f6a,Shrink__6CArenaFPUcUl,
102150e4,Free__6CArenaFPUc,459f70
102151ce,AllocateArena__6CArenaFPP6CArenaUlPc,45a010
102152a2,FreeArena__6CArenaFP6CArena,45a0a0
1021531e,CheckValidPointer__6CArenaFPv,45a0e0
1021539c,CheckMemoryBlock__6CArenaFP7CMBlock,45a1e0
102153dc,CheckFreeMemoryBlock__6CArenaFP7CMBlock,45a230
10215438,StreamOut__6CArenaFR10CVSOStream,45a260
1021557e,CheckIntegrity__6CArenaFv,45a330
102155a4,GetFreeSize__6CArenaFv,45a340
102155ce,GetAllocSize__6CArenaFv,45a350
1021562c,__nw__6CArenaFUlPv,45a390
1021564e,MemSet__6CArenaFPUcUcUl,45a3a0
10215686,MemCopy__6CArenaFPUcPUcUl,45a3d0
102156bc,__ct__9CRAMArenaFUlPcP6CArenaP6CArena,45a3f0
102157b6,__dt__9CRAMArenaFv,45a480
10215808,GetSizeOf__9CRAMArenaFv,45a4a0
1021582c,GetSizeOfBlock__9CRAMArenaFv,45a4b0
10215856,CreateNew__9CRAMArenaFPUcUlPcP6CArenaP6CArena,45a4c0
102158c2,CreateNewBlock__9CRAMArenaFPUcP6CArenaP7CMBlockPcUl,45a500
10215938,__ct__7CMBlockFP6CArenaP7CMBlockPcUl,45a540
1021599a,__dt__7CMBlockFv,45a570
102159c8,StreamOut__7CMBlockFR10CVSOStream,45a5b0
10215a70,SetDesc__7CMBlockFPc,45a610
10215a90,__nw__7CMBlockFUlPv,45a630
10215ab2,__ct__10CMRAMBlockFP6CArenaP7CMBlockPcUl,45a640
10215b2e,InternalNew__FUl,45a6b0
10215be0,InternalDelete__FPv,45a730
10215c5e,__nw__FUl,45a780
10215c7a,__dl__FPv,45a790
10215c96,CheckValidPointer__FPv,45a800
10215cfc,INIT_PreInit__Fv,4727b0
10215dd2,__ct__10CPVSurfaceFv,4663d0
10215e76,__dt__10CPVSurfaceFv,466430
10215ebc,__ct__18CPVBackBuffSurfaceFv,466440
10215f38,__dt__18CPVBackBuffSurfaceFv,4664b0
10215fb6,HasBackBuff__18CPVBackBuffSurfaceFv,4664e0
1021601a,FreeBackBuff__18CPVBackBuffSurfaceFv,466510
1021607c,AllocateBackBuff__18CPVBackBuffSurfaceFv,466540
102161a2,EnableBackBuff__18CPVBackBuffSurfaceFUc,466630
10216200,ResizeBackBuff__18CPVBackBuffSurfaceFv,466660
1021623a,__ct__15CPVZBuffSurfaceFv,466670
102162b2,__dt__15CPVZBuffSurfaceFv,4666e0
1021632c,FreeZBuff__15CPVZBuffSurfaceFv,466710
10216388,AllocateZBuff__15CPVZBuffSurfaceFv,466740
102164b6,EnableZBuff__15CPVZBuffSurfaceFUc,466840
1021650e,ResizeZBuff__15CPVZBuffSurfaceFv,466870
10216542,SetDontUpdateRect__10CPVSurfaceFRC7CVSRect,466880
102165a8,SetWorldWidth__20CPVScrollableSurfaceFi,4668d0
10216626,Clear__7CPVGWndFi,465aa0
102168f0,SetInnerWindow__7CPVGWndFRC7CVSRect,465c70
1021692e,_OnZoom__7CPVGWndFi,465c80
10216992,__ct__6CPVWndFv,465cc0
10216a50,__dt__6CPVWndFv,465d50
10216aee,SetInnerWindow__6CPVWndFRC7CVSRect,465db0
10216b5e,SetRect__6CPVWndFRC7CVSRect,465df0
10216b98,SetRectInnerZoom__6CPVWndFRC7CVSRectRC7CVSRecti,465e00
10216c50,InitHotAreaList__6CPVWndFv,465e60
10216d90,_OnCreate__6CPVWndFv,465f80
10216e16,_OnDestroy__6CPVWndFv,465fe0
10216edc,_OnSize__6CPVWndFv,466060
10217024,_OnMove__6CPVWndFv,466160
1021716c,_OnMove__6CPVWndF8CVSPoint,466260
102171cc,_OnZoom__6CPVWndFi,466280
10217228,SetZoom__6CPVWndFi,4662b0
102172a4,VSQSort,463960
