mac_address,symbol,windows_address
10111726,_OnZoom__4CWndFi,465790
1011177e,_SetRect__4CWndFRC7CVSRect,465820
10111a0a,_SetRelTL__4CWndFRC8CVSPoint,465a00
10111a6e,Process__4CWndFv,
10111b02,Blit__8CSurfaceFP13CScreenScroll,474c20
10111c76,Blit__8CSurfaceFP11CZBuffClear,474d40
10111d0c,Blit__8CSurfaceFP12CZBuffScroll,474dc0
10111d36,Blit__8CSurfaceFP6CPoint,474fd0
10111d72,BlitPoint__8CSurfaceFRC8CVSPointi,
10111e5a,Blit__8CSurfaceFP10CSolidRect,475080
10111ee8,BlitRect__8CSurfaceF7CVSRecti,4756e0
10111fca,Blit__8CSurfaceFP5CLine,4750c0
1011202c,BlitLine__8CSurfaceFiiiii,
101121bc,LineClip__8CSurfaceFRiRiRiRi,4757a0
1011253c,ClipCode__8CSurfaceFii,
10112604,Blit__8CSurfaceFP7CCircle,475290
1011265c,BlitCircle__8CSurfaceFiiii,
10113178,ClipCircle__8CSurfaceFiii,475bc0
101132f4,Blit__8CSurfaceFP13CFilledCircle,475490
10113354,BlitFilledCircle__8CSurfaceFiiii,
1011355a,DrawClippedFilledCircle__8CSurfaceFiiii,476190
1011387e,FilledCircleClipPoints__8CSurfaceFiiiii,476470
10113a52,DrawFullFilledCircle__8CSurfaceFiiii,
10113bf4,ClipRect__8CSurfaceFR7CVSRectP7CVSRect,476580
10113e7a,BlitZRLEClipR__8CSurfaceFRC7CVSRectRC7CVSRectP8CResZRLEUc,476ee0
10113fb6,ClipZRLELineR__FPUcPUcii,
10114126,GetZRLEEndLine__FPUc,
10114162,BlitZRLENoClipZBuffRemap__8CSurfaceFRC7CVSRectP8CResZRLEUsPUc,477310
101142ac,BlitZRLENoClipQZBuffRemap__8CSurfaceFRC7CVSRectP8CResZRLEUsPUc,477540
101143ee,BlitZRLENoClipR__8CSurfaceFRC7CVSRectP8CResZRLEUc,477660
101144ee,BlitZRLEClipRemap__8CSurfaceFRC7CVSRectRC7CVSRectP8CResZRLEUcPUc,477740
10114616,ClipZRLELineRemap__FPUcPUciiPUc,
101147c6,BlitZRLEClipZBuffRemap__8CSurfaceFRC7CVSRectRC7CVSRectP8CResZRLEUsPUc,4779d0
101148ca,ClipZRLELineZBuffRemap__FPUcPUciiPUsUsPUc,
10114ab8,BlitZRLEClipQZBuffRemap__8CSurfaceFRC7CVSRectRC7CVSRectP8CResZRLEUsPUc,477c60
10114bbc,ClipZRLELineQZBuffRemap__FPUcPUciiPUsUsPUc,
10114e22,BlitZRLEClipRemapR__8CSurfaceFRC7CVSRectRC7CVSRectP8CResZRLEUcPUc,477f50
10114f72,ClipZRLELineRemapR__FPUcPUciiPUc,
10115124,BlitZRLENoClipRemap__8CSurfaceFRC7CVSRectP8CResZRLEUcPUc,4781e0
10115230,BlitZRLENoClipRemapR__8CSurfaceFRC7CVSRectP8CResZRLEUcPUc,4782d0
1011534a,Blit__8CSurfaceFP5CZRLEP8CResZRLE,4783c0
101153f4,BlitZRLE__8CSurfaceFiiP8CResZRLEUlP6CRemapUs,478bb0
10115868,Blit__8CSurfaceFP7CBitmapP10CResBITMAP,4787f0
10115936,BlitBitmap__8CSurfaceFRC8CVSPointRC7CVSRectP10CResBITMAPUl,
10115b4e,__ct__5CAnimFv,443990
10115b92,__ct__5CZRLEFv,467ac0
10115bc8,toPoint__7CVSSizeFv,
10115c12,NextSANIM__13CAnimsManagerFv,
10115c72,NextSZRLE__13CAnimsManagerFv,
10115cd8,__ct__5CLineFv,4394c0
10115d18,GetFrameNo__11CStaticAnimFv,435870
10115d46,GetFrameNo__7CFramesFv,435880
10115d70,FreeVram__13CAnimsManagerFv,4358c0
10115d96,SetAnimTime__10CTimedAnimFUl,435890
10115dc8,SetStartTime__10CTimedAnimFUl,4358a0
10115dfa,SetAnimDirection__10CTimedAnimFi,4358b0
10115e30,GetnVramEntries__12CResBaseLISTFv,45e6d0
10115e60,GetfVramLoaded__12CResBaseLISTFv,45e6a0
10115ea0,ForceLoadVram__12CResBaseLISTFUl,45e6f0
10115ece,GetfAnyVramLoaded__12CResBaseLISTFv,45e6b0
10115f0c,UnLoadVramData__12CResBaseLISTFUlUc,45e6e0
10115f3c,__dt__8CResZRLEFv,45e850
10115f94,__ct__8CResZRLEFv,45e7e0
10116002,__ct__7CResINTFv,45e8f0
10116044,__ct__10CResSTRINGFv,45eaa0
1011608a,__dt__8CResANIMFv,45e7a0
101160fa,GetnVramEntries__8CResANIMFv,45e720
10116134,DirectResources__8CResANIMFUlRPUc,45e730
10116182,DirectResources__8CResANIMFUlRPUcRPUc,45e750
101161d8,UnLoadResources__8CResANIMFUlUc,45e780
1011621e,SetType__12CResBaseLISTFv,45e680
10116254,GetSizeUsed__12CResBaseLISTFv,45e690
10116284,GetfVramSwappable__12CResBaseLISTFv,45e6c0
101162c2,SetType__10CResBITMAPFv,45eb70
101162f6,__dt__10CResBITMAPFv,45eb80
10116352,SetType__8CResZRLEFv,45e840
10116384,Set__5CTextFRC8CVSPointP8CResFONTPCcUlP6CRemap,469a80
101163ea,Set__5CTextFRC8CVSPointP8CResFONT7CStringUlP6CRemap,469b00
1011645e,__op7CVector__8CVSPointCFv,
101164c2,__mi__6CFixedCFv,
101164fc,__op8CVSPoint__7CVectorCFv,
10116558,GetBR__7CVSRectCFv,
101165ba,__dv__FRC6CFixedi,
101165f8,__ml__FRC6CFixedi,
10116636,__as__19CFileNetworkAddressFPCc,46f8b0
1011667c,__dt__14CHeaderMessageFv,47b7f0
101166d2,__as__19CFileNetworkAddressFR15CNetworkAddress,46f880
1011672a,__eq__19CFileNetworkAddressFR15CNetworkAddress,46f8e0
10116782,GetStr__19CFileNetworkAddressFv,46f920
101167b2,Closed__16CFileWriteSocketFUc,47bd30
101167ec,Closed__13CFileRWSocketFUc,47ba60
1011682a,ReceiveAcknowledgement__13CFileRWSocketFv,47bad0
10116874,Closed__14CFileBroadcastFUc,47bbf0
101168ac,Process__12CFileConnectFv,47b990
101168ec,SendAcknowledgement__13CFileRWSocketFv,47baa0
10116932,Closed__12CFileConnectFUc,47bfc0
10116968,ReceiveAcknowledgement__12CFileConnectFv,47bff0
101169aa,IsRetryOverflow__12CWritePacketFv,
10117006,SetResend__12CWritePacketFv,
10117044,__dt__18CMessFAILEDConnectFv,4628b0
101170a8,__dt__14CMessGOConnectFv,462890
10117108,__dt__14CMessOKConnectFv,462870
10117168,__dt__15CMessReqNewPortFv,462850
101171d4,__dt__16CDepressedButtonFv,
10117384,__ct__9CClipRectFv,432a30
101173ca,Destroy__9CPVButtonFv,43a540
10117424,OnPaint__9CPVButtonFRC7CVSRect,469870
1011744e,GetRelRect__6CPVWndFv,
101174dc,__ct__11CPushActiveFv,4698b0
10117512,__pl__FRC7CVSSizeRC7CVSSize,
10117580,__ml__FRC7CVSSizei,
101175de,OnReleased__16CDepressedButtonF12BUTTON_FLAGS,43a620
1011763e,OnPressed__16CDepressedButtonF12BUTTON_FLAGS,43a660
1011769c,OnEnterButton__16CDepressedButtonFv,43a6a0
101176f0,OnExitButton__16CDepressedButtonFv,43a6e0
10117742,GetStyle__9CPVButtonFv,43a570
1011776a,Move__9CPVButtonFRC8CVSPoint,43a580
101177f6,OnVisibilityChange__9CPVButtonFv,43a5e0
1011785e,GetASCII__8CResFONTCFUl,
1011792a,__dv__FRC7CVSSizeRC7CVSSize,
1011799c,__mi__FRC7CVSSizeRC7CVSSize,
10117a0a,__ct__13tagCHANGERECTFv,
10117a40,Set__5CTextFiiP8CResFONT7CStringUlP6CRemap,469ac0
10117aa4,Set__5CTextFiiP8CResFONTPCcUlP6CRemap,469a50
10117b00,OnExit__12CHotAreaListFv,46aa30
10117b3e,__ml__FRC8CVSPointi,
10117b9c,__dv__FRC8CVSPointi,
10117bfa,ScrollOld__12CPVGDIBitmapFRC7CVSRectRC8CVSPoint,
10117d58,__dt__11CTimedQueueFv,4599b0
10117db6,CheckValidPointer__12CSmallMemoryFPUc,
10117e2e,_SetRect__6CPVWndFRC7CVSRect,466300
10117ea6,ReSetMenu__6CPVWndFv,4662e0
10117ec6,SetMenu__6CPVWndFRiPP11tagMenuList,4662f0
10117ef4,_SetRelTL__6CPVWndFRC8CVSPoint,466330
10117f1e,IsFocusWindow__6CPVWndFv,466350
10117f44,Mem2Offs__7CBucketFPUc,
10117fac,__ct__6CFixedFv,45a9a0
10117fd4,__dt__15CGameObjectMessFv,417b50
1011802a,__dt__8CProcessFv,407ef0
1011806c,__dt__18CBaseObjectManagerFv,40aba0
101180c6,__dt__17CGlobalGameObjectFv,417d00
1011811e,__dt__17CBaseGlobalObjectFv,40ce50
10118182,__dt__19CGameFlaggedMessageFv,452e90
101181dc,__dt__17CGameStateMessageFv,413df0
10118234,__dt__14CPBNetworkGameFv,453120
1011828a,GetViewData__12CBallManagerFP9CViewData,
10118300,GetViewData__11CGameObjectFR9CViewData,40a6f0
1011842a,SetSndEffect__11CGameObjectF12eSoundEffect,40a870
1011846a,GetCollision__12CGroundArrayFii,
101184d4,GetZ__12CGroundArrayFii,431520
1011855a,GetData__20CTransportObjectMessFv,417d30
1011859a,__dt__20CTransportObjectMessFv,417d50
10118602,__dt__18CRequestCancelMessFv,417c10
10118668,__dt__17CRemoveObjectMessFv,417c40
101186cc,__dt__15CTheBalloonPostFv,42a7a0
10118722,__dt__11CEnemyGroupFv,420b20
10118774,GetGroupState__13CGenericGroupFv,414c60
101187a8,SetGroupState__13CGenericGroupF11eGroupState,414c70
101187ea,Action__11CGameObjectF7eAction,40c170
1011881e,Action__11CGameObjectF7eActioni,40c180
10118858,ForgetObjectLink__11CGameObjectFUs,40a7f0
10118886,Process__11CGameObjectFv,417aa0
101188ac,Activate__11CGameObjectFP11CGameObject,40a800
101188e0,IsFlying__11CGameObjectFv,40a810
10118916,Usage__11CGameObjectFv,40a820
1011893a,ActivatePosition__11CGameObjectFv,40a830
10118982,StartStanding__11CGameObjectFv,40a860
101189ac,GetSndEffect__11CGameObjectFv,40a880
101189dc,Collision__11CGameObjectFRC4CPt3,40a890
10118a60,Collision__11CGameObjectFRC6CRect3,40a8e0
10118af4,HitBullet__11CGameObjectFP7CBullet,40a930
10118b22,HitBall__11CGameObjectFv,40a940
10118b46,IsHit__11CGameObjectFv,40a950
10118b6a,GetHit__11CGameObjectFv,40a960
10118b8c,HitMine__11CGameObjectFv,40a970
10118bb0,Die__11CGameObjectFv,40a980
10118bd0,Land__11CGameObjectFv,40a990
10118bf0,FacingCursor__11CGameObjectFv,40a9a0
10118c1a,TurnToFaceCursor__11CGameObjectFv,40a9b0
10118c48,IsRequestingFire__11CGameObjectFv,40a9c0
10118c78,Bored__11CGameObjectFv,40a9d0
10118c9c,SetBored__11CGameObjectFUl,40a9e0
10118cc2,Fire__11CGameObjectFv,40a9f0
10118ce2,StartFiring__11CGameObjectFv,40aa00
10118d0a,EndFiring__11CGameObjectFv,40aa10
10118d30,RandomAction__11CGameObjectFv,40aa20
10118d58,FacingTarget__11CGameObjectFv,40aa30
10118d82,TurnToFaceTarget__11CGameObjectFv,40aa40
10118db0,PossiblyOnLift__11CGameObjectFv,40aa50
10118ddc,HasObject__11CGameObjectF11eObjectType,40aa60
10118e10,AddObject__11CGameObjectF11eObjectTypeP11CGameObject,40aa70
10118e52,ReNumberNode__11CGameObjectFii,40aa80
10118e7c,NeedsNode__11CGameObjectFi,40aa90
10118ea4,ConvertVer0ToVer1__11CGameObjectFv,40aaa0
10118ed2,Delete__11CGameObjectFv,40aab0
10118ef4,PickUpAmmo__11CGameObjectFUs,40aac0
10118f1c,ExternalControlEnd__11CGameObjectFv,40aad0
10118f4c,RequestBalloon__11CGameObjectFv,40aae0
10118f82,StartBalloon__11CGameObjectFv,40aaf0
10118fb6,OnBalloon__11CGameObjectFv,40ab00
10118fe8,QOnBalloon__11CGameObjectFv,40ab10
10119024,OnConveyor__11CGameObjectFUcP4CIceUc,40ab20
10119054,OnConveyor__11CGameObjectFv,40ab30
1011907c,Conveyor__11CGameObjectFv,40ab40
101190a2,SendRemove__11CGameObjectFv,40c1a0
101190c8,SendCancel__11CGameObjectFv,40c1b0
101190ee,UsableState__11CGameObjectFv,40c1c0
10119118,IsUsable__11CGameObjectF7eAction,40ab50
10119150,AddData__17CNetworkGameStageFv,452e40
10119190,GetData__17CNetworkGameStageFv,452e50
101191cc,__dt__17CNetworkGameStageFv,452e60
10119224,__dt__18CGameRejectMessageFv,452ec0
1011928a,__dt__18CGameAcceptMessageFv,452ef0
101192f0,Process__3CAIFv,413e20
10119314,__ct__7AICOORDFv,41c360
10119388,__mi__FRC7CVectorRC7CVector,
10119414,__mi__FRC6CFixedRC6CFixed,
1011945e,FindNext__16CCollisionHolderFv,
101194ec,Pos__9CVMovePosFii,
1011956a,Pos__6CVMoveFii,
101195da,__ml__FRC7CVectori,422380
1011965a,Delete__16CCollisionHolderFPC11CGameObject,
101196dc,__dt__5CBallFv,422350
10119728,Receive__18CBaseObjectManagerFUsP17CGlobalGameObjectP15CNetworkMessage,40ab80
1011977c,Restart__18CBaseObjectManagerFv,40ab70
101197a6,GetViewData__18CBaseObjectManagerFP9CViewData,40ab90
101197e2,DoActivate__7CBulletFv,41af00
10119804,__dt__7CBulletFv,418330
10119878,Collected__12CCollectableFv,423050
101198c6,SetSFX__12CCollectableFv,423040
101198ea,GetViewData__19CCollectableManagerFP9CViewData,422ef0
10119982,__dt__5CFlagFv,422fb0
101199cc,__dt__6CBonusFv,422fe0
10119a16,__dt__10CTimeBonusFv,423010
10119a66,DoActivate__12CCollectableFv,422fa0
10119a8e,SetCollision__12CGroundArrayFiii,40eb90
10119afe,ResetCollision__12CGroundArrayFiii,
10119b74,__dt__5CDoorFv,40ec10
10119b74,__dt__5CDoorFv,40eca0
10119bcc,Usage__11CDuplicatorFv,427a90
10119bf0,__ml__FRC6CFixedRC6CFixed,
10119c90,Abs__6CFixedCFv,
10119cdc,IsHit__6CEnemyFv,420aa0
10119d00,__ct__7CVectorFv,41a3c0
10119d2e,Rotate__6VSTrigCFR7CVectori,
10119dcc,Rotate__6VSTrigCF7CVectorR6CFixedR6CFixed,41a3e0
10119ede,__pl__FRC6CFixedRC6CFixed,42b9c0
10119f28,Cos__6VSTrigCFi,44b6f0
10119f6e,Sin__6VSTrigCFi,44b6a0
10119fd8,__ct__12CInstructionFv,
1011a01a,__ml__FRC9C3DVectori,
1011a0c2,CurrentCoord__16CInstructionListFv,
1011a122,Coord__12CInstructionFv,
1011a15e,DoActivate__17CGlobalGameObjectFv,40ce40
1011a18c,__dt__17CRequestReplyMessFv,417be0
1011a1f0,__dt__18CRequestActionMessFv,417bb0
1011a256,__dt__22CObjectChangeStateMessFv,417b80
1011a2c0,__dt__14CObjectPosMessFv,417c70
1011a322,__dt__14CObjectHitMessFv,417ca0
1011a384,__dt__15CObjectDiesMessFv,417cd0
1011a3e6,Position__11CGameObjectFv,40a830
1011a424,Next__16CInstructionListFv,
1011a500,GetViewData__14CPlayerLemmingFR9CViewData,4108b0
1011a656,AlreadyOn__4CIceFP11CGameObject,
1011a6f4,OnConveyor__14CPlayerLemmingFv,410af0
1011a726,DoActivate__6CLaserFv,429e40
1011a746,DoActivate__5CLiftFv,4266d0
1011a766,AdvanceBit__5CMazeFRUc,
1011a7a0,ChangeAddr__5CMazeFii,
1011a7f4,ChangeNextAddr__5CMazeFii,
1011a84c,__dt__5CMineFv,424c60
1011a84c,__dt__5CMineFv,424cf0
1011a8a4,NextNode__6CMoverFv,
1011a8d4,__pl__FRC6CFixedi,
1011a914,DoActivate__6CMoverFv,42fb90
1011a934,__mi__FRC6CFixedi,
1011a976,Usage__9CCatapultFv,41c3f0
1011a996,__dt__9CCatapultFv,41c400
1011a9fe,Usage__5CAmmoFv,41c430
1011aa1a,__dt__5CAmmoFv,41c440
1011aa7e,__dt__6CCrateFv,41c540
1011ab0e,Usage__6CCrateFv,41c530
1011ab2c,DoActivate__6CTowerFv,41c5a0
1011ab4c,Usage__6CTowerFv,41c5b0
1011ab6a,__dt__6CTowerFv,41c5c0
1011abce,Usage__7CSwitchFv,41dc40
1011abec,GetViewData__7CSwitchFR9CViewData,41dc50
1011ad1a,Usage__4CKeyFv,41c5f0
1011ad36,__dt__4CKeyFv,41c600
1011ad98,Usage__8CBalloonFv,41c630
1011adb8,__dt__8CBalloonFv,41c640
1011ae1e,DoActivate__9CPaintGunFv,42c9a0
1011ae42,__dt__7CDrawerFv,439400
1011ae82,ShutDown__7CDrawerFv,439370
1011aea2,OnZoom__7CDrawerFRC7CVSRect,439380
1011aec8,OnSize__7CDrawerFRC7CVSRect,439390
1011aeee,OnMove__7CDrawerFRC7CVSRect,4393a0
1011af14,OnPause__7CDrawerFUc,
1011af34,DestroyDrawer__7CDrawerFv,4393b0
1011af58,Process__7CDrawerFv,4393c0
1011af76,Initialise__7CDrawerFv,4393d0
1011af98,OnDriverChange__7CDrawerFv,4393e0
1011afbe,RefreshView__7CDrawerFv,4393f0
1011afe0,UseChangingCursor__7CDrawerFv,
1011b00a,SetOptionSelection__19CReceiveWindowStateF17eOptionSelections,439430
1011b05c,GetPauser__19CReceiveWindowStateFv,439440
1011b08c,Bored__14CPlayerLemmingFv,4109f0
1011b0c4,IsHit__14CPlayerLemmingFv,410a10
1011b0f0,GetHit__14CPlayerLemmingFv,410a20
1011b130,HitBall__14CPlayerLemmingFv,410aa0
1011b16c,PickUpAmmo__14CPlayerLemmingFUs,410ac0
1011b1b0,Conveyor__14CPlayerLemmingFv,410b00
1011b1e0,QOnBalloon__14CPlayerLemmingFv,410b10
1011b220,GetViewData__7CRocketFR9CViewData,4273f0
1011b36a,__dt__6CSheepFv,41fb70
1011b3b6,__dt__11CSheepGroupFv,41f960
1011b408,FindNextRect__16CCollisionHolderFv,
1011b484,__dt__7CSlinkyFv,40c1d0
1011b484,__dt__7CSlinkyFv,40c260
1011b4d2,__pl__FRC9C3DVectorRC9C3DVector,
1011b58c,CurrentMomentum__11CGameObjectFv,
1011b5d2,DoActivate__11CTrampolineFv,42b9b0
1011b5f8,__dt__9CTrapDoorFv,40cea0
1011b660,Usage__9CTrapDoorFv,40ce80
1011b680,DoActivate__9CTrapDoorFv,40ce90
1011b6a4,__dt__8tagPRIMSFv,4471d0
1011b79e,__dt__Q214CPreviewDrawer8tagPRIMSFv,44a9c0
1011b80a,__dt__Q215CSuccFailDrawer8tagPRIMSFv,4511a0
1011b8ac,Lock__8CResBaseFv,
1011b8f0,__dt__10CIntroAnimFv,407f40
1011b94e,__dt__13CMainOptions1Fv,407f70
1011b9ae,__dt__13CMainOptions2Fv,407fa0
1011ba0e,__dt__8CPreviewFv,44a9d0
1011ba68,__dt__9CSuccFailFv,4511c0
1011bac4,Processing__20CBaseFrontendProcessFv,407f20
1011baf4,ProcessMessages__20CBaseFrontendProcessFP10tagMESSAGE,407f30
1011bb38,__dt__13CPasswordProcFv,407fd0
1011bb98,__ct__8tagPRIMSFv,447030
1011bcf2,__ct__10CBigBitmapFv,4394f0
1011bd5e,DrawText__19CBaseFrontendDrawerFv,446f80
1011bd8c,DrawAnims__19CBaseFrontendDrawerFv,446f70
1011bdba,DrawBackGround__19CBaseFrontendDrawerFv,446f90
1011bdee,__dv__8CVSPointFRC7CVSSize,
1011be5e,toSize__8CVSPointFv,
1011bea8,ProcessMessages__19CBaseFrontendDrawerFP10tagMESSAGE,446f60
1011beea,Processing__19CBaseFrontendDrawerFv,446f50
1011bf1a,ConfirmedAction__19CBaseFrontendDrawerF12eUserActions,446fa0
1011bf5e,__dt__18CUserActionMessageFv,446f20
1011bfb8,GetReturnState__19CBaseFrontendDrawerFv,446fb0
1011bff4,QuitYet__19CBaseFrontendDrawerFv,446fc0
1011c028,OnSize__19CBaseFrontendDrawerFRC7CVSRect,446fd0
1011c084,__ct__9CUsePointFv,
1011c0c4,__ct__7CBitmapFv,439580
1011c116,__pl__FRC7CVectorRC7CVector,44b660
1011c1a2,__dt__10CGunButtonFv,44e650
1011c218,DrawAnim__13CAnimsManagerFP4CGDIRC8CVSPointUlUlP14CAnimFrameBASEP6CRemap,
1011c32c,GetStyle__20CIntroAnimAnimWindowFv,447990
1011c36e,__dt__13CEntryHandlerFv,455e10
1011c3ca,__ct__13CEntryHandlerFv,455da0
1011c40e,ConnectionsChanged__15CNetworkManagerFv,
1011c456,OnEnter__13CEntryHandlerFv,455dc0
1011c486,OnExit__13CEntryHandlerFv,455dd0
1011c4b2,Processing__19CNetworkOptionsProcFv,455ea0
1011c4e2,__ct__Q215CSuccFailDrawer8tagPRIMSFv,451110
1011c5ba,__ct__Q214CPreviewDrawer8tagPRIMSFv,44a970
1011c650,GetStyle__12CTrackWindowFv,44efe0
1011c68c,__ct__7CGroundFv,4314f0
1011c6f0,__dt__19CNetworkGameMessageFv,452f50
1011c74a,GetGameName__19CNetworkOptionsProcFv,
1011c78c,OnRestore__14CMain2DDisplayFv,4322d0
1011c7c4,OnZoomBox__14CMain2DDisplayFUc,
1011c7f6,__dt__13CToggleButtonFv,4438b0
1011c86e,Momentum__9CViewDataFv,
1011c8aa,GetRemap__3C2DF14ePrimaryRemaps,
1011c8ee,Coord__9CViewDataFv,
1011c926,__ct__7CVSRectFv,442170
1011c956,GetPos__11CBaseCursorFP6CPVWnd,
1011c9d0,OnReleased__13CToggleButtonF12BUTTON_FLAGS,443830
1011ca18,OnPressed__13CToggleButtonF12BUTTON_FLAGS,443850
1011ca64,OnEnterButton__13CToggleButtonFv,443870
1011caa6,OnExitButton__13CToggleButtonFv,443890
1011cae6,__ct__21CCopyColourToBackBuffFv,
1011cb4a,__ct__9CViewDataFv,439340
1011cb9a,__ct__6CObjSqFv,439480
1011cbba,UseChangingCursor__3C2DFv,
1011cbe0,QuitYet__3C2DFv,439450
1011cc02,GetReturnState__3C2DFv,439460
1011cc2c,GetPauser__3C2DFv,439470
1011cc50,DrawAnim__13CAnimsManagerFiiUlUlP14CAnimFrameBASEP6CRemap,
1011cd5e,__dt__17CPanelPauseButtonFv,4438f0
1011cde6,OnEnterButton__12CPanelButtonFv,443930
1011ce10,OnExitButton__12CPanelButtonFv,443940
1011ce3a,GetBL__7CVSRectCFv,
1011cede,GetTR__7CVSRectCFv,
1011cf38,SetTableEntry__10CSoundViewFR11tEffectSpec,
1020000c,GetFrameNo__10CTimedAnimFv,467170
10200082,StartAnim__11CRepeatAnimFUl,4671b0
102000d0,StartAnim__13CPlayThruAnimFUl,4671e0
10200120,GetFrameNo__13CPlayThruAnimFv,467210
1020019c,__ct__13CAnimsManagerFP4CGDIUliiiUc,467260
10200334,__dt__13CAnimsManagerFv,4673d0
1020043c,LoadAnims__13CAnimsManagerFUl,467490
102004ea,UnLoadAnims__13CAnimsManagerFUl,467500
1020055a,GetnAnims__13CAnimsManagerFUl,467540
102005b8,GetAnimSize__13CAnimsManagerFUlUl,467570
1020064e,DrawAnim__13CAnimsManagerFRC8CVSPointUlUlP14CAnimFrameBASEP6CRemap,467730
1020087c,ResetPrimitives__13CAnimsManagerFv,4678c0
10200920,__ct__10CBaseRemapFUlPUc13ePaletteTypes,46aa80
1020099e,__dt__10CBaseRemapFv,46aad0
102009fc,MapRemap__10CBaseRemapFPCUc,46aaf0
10200aae,CalculateGreyScale__10CBaseRemapFv,46ab70
10200c72,__ct__15CBasePalManagerFi,46acd0
10200cd2,__dt__15CBasePalManagerFv,46ad10
10200d5a,RegisterRemap__15CBasePalManagerFUlPUc13ePaletteTypes,46ad70
10200df0,UnRegisterRemap__15CBasePalManagerFP6CRemap,46add0
10200e84,__ct__7CStringFv,46e410
10200ec4,__ct__7CStringFPc,46e430
10200f1e,__ct__7CStringFR7CString,46e480
10200f78,__dt__7CStringFv,46e500
10200fbc,__as__7CStringFR7CString,46e510
10201024,__as__7CStringFPCc,46e570
1020108e,__apl__7CStringFR7CString,46e5d0
1020116c,__apl__7CStringFPCc,46e6e0
1020123e,__ls__FR10CVSOStreamR7CString,46e7f0
1020127a,getlength__7CStringFv,46ef00
102012ae,lower__7CStringFv,46efa0
10201326,__ct__12CMasterInputFP10CBaseQueue,472070
1020137c,__dt__12CMasterInputFv,472090
1020137c,__dt__12CMasterInputFv,472270
102013e8,StreamOut__12CMasterInputFR10CVSOStream,472210
10201420,_RES_Init__Fv,45b900
10201580,_RES_Quit__Fv,45ba50
10201618,__ls__FR10CVSOStream5RNAME,45bad0
10201652,__nw__13CMogloadArenaFUl,45baf0
102016fe,__dl__13CMogloadArenaFPv,45bb70
10201774,Open__8CRawReadFPcPc,45bbc0
102017b8,InputByte__8CRawReadFv,45bbe0
102017f2,InputDword__8CRawReadFv,45bc40
1020182c,NameCmp__8CRawReadFPcPc,45bd50
1020189e,__ct__7CMogDirFUl,45bda0
10201a68,__dt__7CMogDirFv,45bf10
10201b26,GetChunkInfo__7CMogDirFP12tagChunkInfo,45bfa0
10201be8,NewChunkInfo__7CMogDirFv,45c030
10201c48,GetNextDir__7CMogDirFv,45c060
10201dd6,FindNext__7CMogDirFR8tagCHUNK7CHUNKID,45c200
10201e9a,FindFirst__7CMogDirFR8tagCHUNK7CHUNKID,45c2a0
10201ef8,Find__7CMogDirFR8tagCHUNKUl7RECURSE,45c2d0
10201fc8,__ct__7CMogResFPcPPcUl,45c630
1020213a,__dt__7CMogResFv,45c770
10202202,SetWD__7CMogResFPc,45c810
10202332,KillLeastResource__7CMogResFUl,45c940
102023fe,GetFreeHandle__7CMogResFv,45c9d0
1020247e,AllocateMainMem__7CMogResFUl,45ca30
1020253c,Find__7CMogResFUl,45cab0
102025d4,Load__7CMogResFP8CResBase8tagCHUNK,45cb50
1020264a,Load__7CMogResFUlP8CResBase7RECURSE,45cb80
10202716,CheckAllUnloaded__7CMogResFv,45cd60
1020278a,AgeResources__7CMogResFv,45cdb0
1020280a,Load__7CMogResFRC8CVSRangeRPUcP8CResBase,45ce00
10202896,CleanUpResources__7CMogResFv,45ce50
10202932,Remove__7CMogResFP8CResBase,45ceb0
1020299e,DeallocateMem__7CMogResFPUcUc,45cf10
102029ce,DoLoad__8CResBaseFUl,45cf20
10202a4a,Direct__8CResBaseFRPUcP12CResBaseLIST,45cf70
10202adc,Direct__8CResBaseFRPUcRPUcP12CResBaseLIST,45cfb0
10202bb6,__dt__8CResBaseFv,45d040
10202bf8,Initialise__8CResBaseFv,45d050
10202c72,StreamOut__8CResBaseFR10CVSOStream,
10202f26,OnRead__8CResBaseFPUcPPUcUl,45d0a0
10202fae,LoadData__8CResBaseFv,45d100
1020308a,UnLoad__8CResBaseFv,45d180
10203108,UnLoadData__8CResBaseFUc,45d1c0
10203194,UnLoadExtData__8CResBaseFUc,45d220
102031e8,CheckError__8CResBaseFv,45d250
10203254,SetHeader__12CResBaseLISTFv,45d290
10203298,OnRead__12CResBaseLISTFPUcPPUcUl,45d2b0
1020345a,LoadData__12CResBaseLISTFv,45d430
10203586,ForceLoadVram__12CResBaseLISTFv,45d4f0
10203616,UnLoadData__12CResBaseLISTFUc,45d540
102036cc,UnLoadVramData__12CResBaseLISTFUc,45d5c0
1020374e,Load__8CResANIMFUl,45d610
10203818,AllocateResources__8CResANIMFUl,45d6a0
1020388c,UnLoadVramData__8CResANIMFUlUc,45d700
102038da,ForceLoadVram__8CResANIMFUl,45d720
10203950,__ct__8CResFONTFUl,45d7b0
102039d2,__dt__8CResFONTFv,45d810
10203a7e,Load__8CResFONTFUl,45d850
10203b04,AllocateResources__8CResFONTFUl,45d8b0
10203bb2,GetnVramEntries__8CResFONTFv,45d970
10203bf8,DirectResources__8CResFONTFUlRPUcRPUc,45d990
10203c9e,DirectResources__8CResFONTFUlRPUc,45d9f0
10203d38,UnLoadResources__8CResFONTFUlUc,45da50
10203da2,UnLoadVramData__8CResFONTFUlUc,45da90
