code_file,name_length_offset,name_offset,symbol_flags,mangled_name
CODE_01_Visos (Mac Specific).bin,0x0001615D,0x0001615E,0x00,DirectResources__8CResANIMFUlRPUc
CODE_01_Visos (Mac Specific).bin,0x000161AF,0x000161B0,0x00,DirectResources__8CResANIMFUlRPUcRPUc
CODE_01_Visos (Mac Specific).bin,0x000161FC,0x000161FD,0x80,UnLoadResources__8CResANIMFUlUc
CODE_01_Visos (Mac Specific).bin,0x00016238,0x00016239,0x80,SetType__12CResBaseLISTFv
CODE_01_Visos (Mac Specific).bin,0x00016264,0x00016265,0x80,GetSizeUsed__12CResBaseLISTFv
CODE_01_Visos (Mac Specific).bin,0x0001629B,0x0001629C,0x00,GetfVramSwappable__12CResBaseLISTFv
CODE_01_Visos (Mac Specific).bin,0x000162DC,0x000162DD,0x80,SetType__10CResBITMAPFv
CODE_01_Visos (Mac Specific).bin,0x0001633A,0x0001633B,0x80,__dt__10CResBITMAPFv
CODE_01_Visos (Mac Specific).bin,0x0001636C,0x0001636D,0x80,SetType__8CResZRLEFv
CODE_01_Visos (Mac Specific).bin,0x000163B9,0x000163BA,0x00,Set__5CTextFRC8CVSPointP8CResFONTPCcUlP6CRemap
CODE_01_Visos (Mac Specific).bin,0x00016427,0x00016428,0x00,Set__5CTextFRC8CVSPointP8CResFONT7CStringUlP6CRemap
CODE_01_Visos (Mac Specific).bin,0x000164A4,0x000164A5,0x80,__op7CVector__8CVSPointCFv
CODE_01_Visos (Mac Specific).bin,0x000164E8,0x000164E9,0x80,__mi__6CFixedCFv
CODE_01_Visos (Mac Specific).bin,0x0001653A,0x0001653B,0x80,__op8CVSPoint__7CVectorCFv
CODE_01_Visos (Mac Specific).bin,0x000165A4,0x000165A5,0x80,GetBR__7CVSRectCFv
CODE_01_Visos (Mac Specific).bin,0x000165E4,0x000165E5,0x80,__dv__FRC6CFixedi
CODE_01_Visos (Mac Specific).bin,0x00016622,0x00016623,0x80,__ml__FRC6CFixedi
CODE_01_Visos (Mac Specific).bin,0x0001665A,0x0001665B,0x80,__as__19CFileNetworkAddressFPCc
CODE_01_Visos (Mac Specific).bin,0x000166B6,0x000166B7,0x80,__dt__14CHeaderMessageFv
CODE_01_Visos (Mac Specific).bin,0x000166F9,0x000166FA,0x00,__as__19CFileNetworkAddressFR15CNetworkAddress
CODE_01_Visos (Mac Specific).bin,0x00016751,0x00016752,0x00,__eq__19CFileNetworkAddressFR15CNetworkAddress
CODE_01_Visos (Mac Specific).bin,0x00016790,0x00016791,0x80,GetStr__19CFileNetworkAddressFv
CODE_01_Visos (Mac Specific).bin,0x000167CC,0x000167CD,0x80,Closed__16CFileWriteSocketFUc
CODE_01_Visos (Mac Specific).bin,0x0001680C,0x0001680D,0x80,Closed__13CFileRWSocketFUc
CODE_01_Visos (Mac Specific).bin,0x00016847,0x00016848,0x00,ReceiveAcknowledgement__13CFileRWSocketFv
CODE_01_Visos (Mac Specific).bin,0x0001688E,0x0001688F,0x80,Closed__14CFileBroadcastFUc
CODE_01_Visos (Mac Specific).bin,0x000168D0,0x000168D1,0x80,Process__12CFileConnectFv
CODE_01_Visos (Mac Specific).bin,0x00016909,0x0001690A,0x00,SendAcknowledgement__13CFileRWSocketFv
CODE_01_Visos (Mac Specific).bin,0x0001694C,0x0001694D,0x80,Closed__12CFileConnectFUc
CODE_01_Visos (Mac Specific).bin,0x0001697F,0x00016980,0x00,ReceiveAcknowledgement__12CFileConnectFv
CODE_01_Visos (Mac Specific).bin,0x00016FE1,0x00016FE2,0x00,IsRetryOverflow__12CWritePacketFv
CODE_01_Visos (Mac Specific).bin,0x00017026,0x00017027,0x80,SetResend__12CWritePacketFv
CODE_01_Visos (Mac Specific).bin,0x00017088,0x00017089,0x80,__dt__18CMessFAILEDConnectFv
CODE_01_Visos (Mac Specific).bin,0x000170EC,0x000170ED,0x80,__dt__14CMessGOConnectFv
CODE_01_Visos (Mac Specific).bin,0x0001714C,0x0001714D,0x80,__dt__14CMessOKConnectFv
CODE_01_Visos (Mac Specific).bin,0x000171B8,0x000171B9,0x80,__dt__15CMessReqNewPortFv
CODE_01_Visos (Mac Specific).bin,0x00017366,0x00017367,0x80,__dt__16CDepressedButtonFv
CODE_01_Visos (Mac Specific).bin,0x000173B4,0x000173B5,0x80,__ct__9CClipRectFv
CODE_01_Visos (Mac Specific).bin,0x0001740C,0x0001740D,0x80,Destroy__9CPVButtonFv
CODE_01_Visos (Mac Specific).bin,0x0001742C,0x0001742D,0x80,OnPaint__9CPVButtonFRC7CVSRect
CODE_01_Visos (Mac Specific).bin,0x000174C4,0x000174C5,0x80,GetRelRect__6CPVWndFv
CODE_01_Visos (Mac Specific).bin,0x000174FA,0x000174FB,0x80,__ct__11CPushActiveFv
CODE_01_Visos (Mac Specific).bin,0x00017562,0x00017563,0x80,__pl__FRC7CVSSizeRC7CVSSize
CODE_01_Visos (Mac Specific).bin,0x000175C8,0x000175C9,0x80,__ml__FRC7CVSSizei
CODE_01_Visos (Mac Specific).bin,0x0001760D,0x0001760E,0x00,OnReleased__16CDepressedButtonF12BUTTON_FLAGS
CODE_01_Visos (Mac Specific).bin,0x0001766D,0x0001766E,0x00,OnPressed__16CDepressedButtonF12BUTTON_FLAGS
CODE_01_Visos (Mac Specific).bin,0x000176C9,0x000176CA,0x00,OnEnterButton__16CDepressedButtonFv
CODE_01_Visos (Mac Specific).bin,0x0001771D,0x0001771E,0x00,OnExitButton__16CDepressedButtonFv
CODE_01_Visos (Mac Specific).bin,0x00017750,0x00017751,0x80,GetStyle__9CPVButtonFv
CODE_01_Visos (Mac Specific).bin,0x000177D6,0x000177D7,0x80,Move__9CPVButtonFRC8CVSPoint
CODE_01_Visos (Mac Specific).bin,0x0001783B,0x0001783C,0x00,OnVisibilityChange__9CPVButtonFv
CODE_01_Visos (Mac Specific).bin,0x00017910,0x00017911,0x80,GetASCII__8CResFONTCFUl
CODE_01_Visos (Mac Specific).bin,0x0001797E,0x0001797F,0x80,__dv__FRC7CVSSizeRC7CVSSize
CODE_01_Visos (Mac Specific).bin,0x000179EC,0x000179ED,0x80,__mi__FRC7CVSSizeRC7CVSSize
CODE_01_Visos (Mac Specific).bin,0x00017A26,0x00017A27,0x80,__ct__13tagCHANGERECTFv
CODE_01_Visos (Mac Specific).bin,0x00017A77,0x00017A78,0x00,Set__5CTextFiiP8CResFONT7CStringUlP6CRemap
CODE_01_Visos (Mac Specific).bin,0x00017AD7,0x00017AD8,0x00,Set__5CTextFiiP8CResFONTPCcUlP6CRemap
CODE_01_Visos (Mac Specific).bin,0x00017B22,0x00017B23,0x80,OnExit__12CHotAreaListFv
CODE_01_Visos (Mac Specific).bin,0x00017B86,0x00017B87,0x80,__ml__FRC8CVSPointi
CODE_01_Visos (Mac Specific).bin,0x00017BE4,0x00017BE5,0x80,__dv__FRC8CVSPointi
CODE_01_Visos (Mac Specific).bin,0x00017D25,0x00017D26,0x00,ScrollOld__12CPVGDIBitmapFRC7CVSRectRC8CVSPoint
CODE_01_Visos (Mac Specific).bin,0x00017D9E,0x00017D9F,0x80,__dt__11CTimedQueueFv
CODE_01_Visos (Mac Specific).bin,0x00017E05,0x00017E06,0x00,CheckValidPointer__12CSmallMemoryFPUc
CODE_01_Visos (Mac Specific).bin,0x00017E86,0x00017E87,0x80,_SetRect__6CPVWndFRC7CVSRect
CODE_01_Visos (Mac Specific).bin,0x00017EAE,0x00017EAF,0x80,ReSetMenu__6CPVWndFv
CODE_01_Visos (Mac Specific).bin,0x00017ECF,0x00017ED0,0x00,SetMenu__6CPVWndFRiPP11tagMenuList
CODE_01_Visos (Mac Specific).bin,0x00017EFC,0x00017EFD,0x80,_SetRelTL__6CPVWndFRC8CVSPoint
CODE_01_Visos (Mac Specific).bin,0x00017F28,0x00017F29,0x80,IsFocusWindow__6CPVWndFv
CODE_01_Visos (Mac Specific).bin,0x00017F92,0x00017F93,0x80,Mem2Offs__7CBucketFPUc
CODE_01_Visos (Mac Specific).bin,0x00017FC2,0x00017FC3,0x80,__ct__6CFixedFv
CODE_01_Visos (Mac Specific).bin,0x0001800E,0x0001800F,0x80,__dt__15CGameObjectMessFv
CODE_01_Visos (Mac Specific).bin,0x00018058,0x00018059,0x80,__dt__8CProcessFv
CODE_01_Visos (Mac Specific).bin,0x000180A6,0x000180A7,0x80,__dt__18CBaseObjectManagerFv
CODE_01_Visos (Mac Specific).bin,0x00018100,0x00018101,0x80,__dt__17CGlobalGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018164,0x00018165,0x80,__dt__17CBaseGlobalObjectFv
CODE_01_Visos (Mac Specific).bin,0x000181BC,0x000181BD,0x80,__dt__19CGameFlaggedMessageFv
CODE_01_Visos (Mac Specific).bin,0x00018216,0x00018217,0x80,__dt__17CGameStateMessageFv
CODE_01_Visos (Mac Specific).bin,0x0001826E,0x0001826F,0x80,__dt__14CPBNetworkGameFv
CODE_01_Visos (Mac Specific).bin,0x000182D5,0x000182D6,0x00,GetViewData__12CBallManagerFP9CViewData
CODE_01_Visos (Mac Specific).bin,0x00018401,0x00018402,0x00,GetViewData__11CGameObjectFR9CViewData
CODE_01_Visos (Mac Specific).bin,0x0001843D,0x0001843E,0x00,SetSndEffect__11CGameObjectF12eSoundEffect
CODE_01_Visos (Mac Specific).bin,0x000184B2,0x000184B3,0x80,GetCollision__12CGroundArrayFii
CODE_01_Visos (Mac Specific).bin,0x00018540,0x00018541,0x80,GetZ__12CGroundArrayFii
CODE_01_Visos (Mac Specific).bin,0x00018575,0x00018576,0x00,GetData__20CTransportObjectMessFv
CODE_01_Visos (Mac Specific).bin,0x000185E0,0x000185E1,0x80,__dt__20CTransportObjectMessFv
CODE_01_Visos (Mac Specific).bin,0x00018648,0x00018649,0x80,__dt__18CRequestCancelMessFv
CODE_01_Visos (Mac Specific).bin,0x000186AE,0x000186AF,0x80,__dt__17CRemoveObjectMessFv
CODE_01_Visos (Mac Specific).bin,0x00018706,0x00018707,0x80,__dt__15CTheBalloonPostFv
CODE_01_Visos (Mac Specific).bin,0x0001875C,0x0001875D,0x80,__dt__11CEnemyGroupFv
CODE_01_Visos (Mac Specific).bin,0x00018785,0x00018786,0x00,GetGroupState__13CGenericGroupFv
CODE_01_Visos (Mac Specific).bin,0x000187BB,0x000187BC,0x00,SetGroupState__13CGenericGroupF11eGroupState
CODE_01_Visos (Mac Specific).bin,0x000187FC,0x000187FD,0x80,Action__11CGameObjectF7eAction
CODE_01_Visos (Mac Specific).bin,0x00018836,0x00018837,0x80,Action__11CGameObjectF7eActioni
CODE_01_Visos (Mac Specific).bin,0x00018861,0x00018862,0x00,ForgetObjectLink__11CGameObjectFUs
CODE_01_Visos (Mac Specific).bin,0x00018890,0x00018891,0x80,Process__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x000188B7,0x000188B8,0x00,Activate__11CGameObjectFP11CGameObject
CODE_01_Visos (Mac Specific).bin,0x000188FA,0x000188FB,0x80,IsFlying__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018920,0x00018921,0x80,Usage__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001895D,0x0001895E,0x00,ActivatePosition__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001898A,0x0001898B,0x80,StartStanding__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x000189BC,0x000189BD,0x80,GetSndEffect__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018A3D,0x00018A3E,0x00,Collision__11CGameObjectFRC4CPt3
CODE_01_Visos (Mac Specific).bin,0x00018ACF,0x00018AD0,0x00,Collision__11CGameObjectFRC6CRect3
CODE_01_Visos (Mac Specific).bin,0x00018AFD,0x00018AFE,0x00,HitBullet__11CGameObjectFP7CBullet
CODE_01_Visos (Mac Specific).bin,0x00018B2A,0x00018B2B,0x80,HitBall__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018B50,0x00018B51,0x80,IsHit__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018B72,0x00018B73,0x80,GetHit__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018B94,0x00018B95,0x80,HitMine__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018BB8,0x00018BB9,0x80,Die__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018BD8,0x00018BD9,0x80,Land__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018BFA,0x00018BFB,0x80,FacingCursor__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018C23,0x00018C24,0x00,TurnToFaceCursor__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018C53,0x00018C54,0x00,IsRequestingFire__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018C82,0x00018C83,0x80,Bored__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018CA4,0x00018CA5,0x80,SetBored__11CGameObjectFUl
CODE_01_Visos (Mac Specific).bin,0x00018CCA,0x00018CCB,0x80,Fire__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018CEA,0x00018CEB,0x80,StartFiring__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018D12,0x00018D13,0x80,EndFiring__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018D38,0x00018D39,0x80,RandomAction__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018D62,0x00018D63,0x80,FacingTarget__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018D8B,0x00018D8C,0x00,TurnToFaceTarget__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018DBA,0x00018DBB,0x80,PossiblyOnLift__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018DE7,0x00018DE8,0x00,HasObject__11CGameObjectF11eObjectType
CODE_01_Visos (Mac Specific).bin,0x00018E1B,0x00018E1C,0x00,AddObject__11CGameObjectF11eObjectTypeP11CGameObject
CODE_01_Visos (Mac Specific).bin,0x00018E5A,0x00018E5B,0x80,ReNumberNode__11CGameObjectFii
CODE_01_Visos (Mac Specific).bin,0x00018E86,0x00018E87,0x80,NeedsNode__11CGameObjectFi
CODE_01_Visos (Mac Specific).bin,0x00018EAD,0x00018EAE,0x00,ConvertVer0ToVer1__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018EDA,0x00018EDB,0x80,Delete__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018EFC,0x00018EFD,0x80,PickUpAmmo__11CGameObjectFUs
CODE_01_Visos (Mac Specific).bin,0x00018F25,0x00018F26,0x00,ExternalControlEnd__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018F60,0x00018F61,0x80,RequestBalloon__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018F96,0x00018F97,0x80,StartBalloon__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00018FCA,0x00018FCB,0x80,OnBalloon__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00019006,0x00019007,0x80,QOnBalloon__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001902D,0x0001902E,0x00,OnConveyor__11CGameObjectFUcP4CIceUc
CODE_01_Visos (Mac Specific).bin,0x0001905E,0x0001905F,0x80,OnConveyor__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x00019086,0x00019087,0x80,Conveyor__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x000190AA,0x000190AB,0x80,SendRemove__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x000190D0,0x000190D1,0x80,SendCancel__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x000190F8,0x000190F9,0x80,UsableState__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001912D,0x0001912E,0x00,IsUsable__11CGameObjectF7eAction
CODE_01_Visos (Mac Specific).bin,0x0001916E,0x0001916F,0x80,AddData__17CNetworkGameStageFv
CODE_01_Visos (Mac Specific).bin,0x000191AA,0x000191AB,0x80,GetData__17CNetworkGameStageFv
CODE_01_Visos (Mac Specific).bin,0x00019206,0x00019207,0x80,__dt__17CNetworkGameStageFv
CODE_01_Visos (Mac Specific).bin,0x0001926A,0x0001926B,0x80,__dt__18CGameRejectMessageFv
CODE_01_Visos (Mac Specific).bin,0x000192D0,0x000192D1,0x80,__dt__18CGameAcceptMessageFv
CODE_01_Visos (Mac Specific).bin,0x00019302,0x00019303,0x80,Process__3CAIFv
CODE_01_Visos (Mac Specific).bin,0x00019374,0x00019375,0x80,__ct__7AICOORDFv
CODE_01_Visos (Mac Specific).bin,0x000193F6,0x000193F7,0x80,__mi__FRC7CVectorRC7CVector
CODE_01_Visos (Mac Specific).bin,0x00019442,0x00019443,0x80,__mi__FRC6CFixedRC6CFixed
CODE_01_Visos (Mac Specific).bin,0x000194CA,0x000194CB,0x80,FindNext__16CCollisionHolderFv
CODE_01_Visos (Mac Specific).bin,0x00019554,0x00019555,0x80,Pos__9CVMovePosFii
CODE_01_Visos (Mac Specific).bin,0x000195C8,0x000195C9,0x80,Pos__6CVMoveFii
CODE_01_Visos (Mac Specific).bin,0x00019644,0x00019645,0x80,__ml__FRC7CVectori
CODE_01_Visos (Mac Specific).bin,0x000196AF,0x000196B0,0x00,Delete__16CCollisionHolderFPC11CGameObject
CODE_01_Visos (Mac Specific).bin,0x00019716,0x00019717,0x80,__dt__5CBallFv
CODE_01_Visos (Mac Specific).bin,0x00019733,0x00019734,0x00,Receive__18CBaseObjectManagerFUsP17CGlobalGameObjectP15CNetworkMessage
CODE_01_Visos (Mac Specific).bin,0x00019784,0x00019785,0x80,Restart__18CBaseObjectManagerFv
CODE_01_Visos (Mac Specific).bin,0x000197B1,0x000197B2,0x00,GetViewData__18CBaseObjectManagerFP9CViewData
CODE_01_Visos (Mac Specific).bin,0x000197EA,0x000197EB,0x80,DoActivate__7CBulletFv
CODE_01_Visos (Mac Specific).bin,0x00019864,0x00019865,0x80,__dt__7CBulletFv
CODE_01_Visos (Mac Specific).bin,0x000198A8,0x000198A9,0x80,Collected__12CCollectableFv
CODE_01_Visos (Mac Specific).bin,0x000198CE,0x000198CF,0x80,SetSFX__12CCollectableFv
CODE_01_Visos (Mac Specific).bin,0x00019951,0x00019952,0x00,GetViewData__19CCollectableManagerFP9CViewData
CODE_01_Visos (Mac Specific).bin,0x000199BA,0x000199BB,0x80,__dt__5CFlagFv
CODE_01_Visos (Mac Specific).bin,0x00019A04,0x00019A05,0x80,__dt__6CBonusFv
CODE_01_Visos (Mac Specific).bin,0x00019A4E,0x00019A4F,0x80,__dt__10CTimeBonusFv
CODE_01_Visos (Mac Specific).bin,0x00019A6E,0x00019A6F,0x80,DoActivate__12CCollectableFv
CODE_01_Visos (Mac Specific).bin,0x00019ADB,0x00019ADC,0x00,SetCollision__12CGroundArrayFiii
CODE_01_Visos (Mac Specific).bin,0x00019B4F,0x00019B50,0x00,ResetCollision__12CGroundArrayFiii
CODE_01_Visos (Mac Specific).bin,0x00019BBA,0x00019BBB,0x80,__dt__5CDoorFv
CODE_01_Visos (Mac Specific).bin,0x00019BD6,0x00019BD7,0x80,Usage__11CDuplicatorFv
CODE_01_Visos (Mac Specific).bin,0x00019C74,0x00019C75,0x80,__ml__FRC6CFixedRC6CFixed
CODE_01_Visos (Mac Specific).bin,0x00019CCA,0x00019CCB,0x80,Abs__6CFixedCFv
CODE_01_Visos (Mac Specific).bin,0x00019CEC,0x00019CED,0x80,IsHit__6CEnemyFv
CODE_01_Visos (Mac Specific).bin,0x00019D1A,0x00019D1B,0x80,__ct__7CVectorFv
CODE_01_Visos (Mac Specific).bin,0x00019DAE,0x00019DAF,0x80,Rotate__6VSTrigCFR7CVectori
CODE_01_Visos (Mac Specific).bin,0x00019EB1,0x00019EB2,0x00,Rotate__6VSTrigCF7CVectorR6CFixedR6CFixed
CODE_01_Visos (Mac Specific).bin,0x00019F0C,0x00019F0D,0x80,__pl__FRC6CFixedRC6CFixed
CODE_01_Visos (Mac Specific).bin,0x00019F5C,0x00019F5D,0x80,Cos__6VSTrigCFi
CODE_01_Visos (Mac Specific).bin,0x00019FC6,0x00019FC7,0x80,Sin__6VSTrigCFi
CODE_01_Visos (Mac Specific).bin,0x0001A000,0x0001A001,0x80,__ct__12CInstructionFv
CODE_01_Visos (Mac Specific).bin,0x0001A0AA,0x0001A0AB,0x80,__ml__FRC9C3DVectori
CODE_01_Visos (Mac Specific).bin,0x0001A0FD,0x0001A0FE,0x00,CurrentCoord__16CInstructionListFv
CODE_01_Visos (Mac Specific).bin,0x0001A144,0x0001A145,0x80,Coord__12CInstructionFv
CODE_01_Visos (Mac Specific).bin,0x0001A167,0x0001A168,0x00,DoActivate__17CGlobalGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001A1D2,0x0001A1D3,0x80,__dt__17CRequestReplyMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A236,0x0001A237,0x80,__dt__18CRequestActionMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A29D,0x0001A29E,0x00,__dt__22CObjectChangeStateMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A306,0x0001A307,0x80,__dt__14CObjectPosMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A368,0x0001A369,0x80,__dt__14CObjectHitMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A3CA,0x0001A3CB,0x80,__dt__15CObjectDiesMessFv
CODE_01_Visos (Mac Specific).bin,0x0001A408,0x0001A409,0x80,Position__11CGameObjectFv
CODE_01_Visos (Mac Specific).bin,0x0001A4E2,0x0001A4E3,0x80,Next__16CInstructionListFv
CODE_01_Visos (Mac Specific).bin,0x0001A629,0x0001A62A,0x00,GetViewData__14CPlayerLemmingFR9CViewData
CODE_01_Visos (Mac Specific).bin,0x0001A6D2,0x0001A6D3,0x80,AlreadyOn__4CIceFP11CGameObject
CODE_01_Visos (Mac Specific).bin,0x0001A704,0x0001A705,0x80,OnConveyor__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001A72E,0x0001A72F,0x80,DoActivate__6CLaserFv
CODE_01_Visos (Mac Specific).bin,0x0001A74E,0x0001A74F,0x80,DoActivate__5CLiftFv
CODE_01_Visos (Mac Specific).bin,0x0001A786,0x0001A787,0x80,AdvanceBit__5CMazeFRUc
CODE_01_Visos (Mac Specific).bin,0x0001A7DC,0x0001A7DD,0x80,ChangeAddr__5CMazeFii
CODE_01_Visos (Mac Specific).bin,0x0001A830,0x0001A831,0x80,ChangeNextAddr__5CMazeFii
CODE_01_Visos (Mac Specific).bin,0x0001A892,0x0001A893,0x80,__dt__5CMineFv
CODE_01_Visos (Mac Specific).bin,0x0001A8BE,0x0001A8BF,0x80,NextNode__6CMoverFv
CODE_01_Visos (Mac Specific).bin,0x0001A900,0x0001A901,0x80,__pl__FRC6CFixedi
CODE_01_Visos (Mac Specific).bin,0x0001A91C,0x0001A91D,0x80,DoActivate__6CMoverFv
CODE_01_Visos (Mac Specific).bin,0x0001A962,0x0001A963,0x80,__mi__FRC6CFixedi
CODE_01_Visos (Mac Specific).bin,0x0001A980,0x0001A981,0x80,Usage__9CCatapultFv
CODE_01_Visos (Mac Specific).bin,0x0001A9E8,0x0001A9E9,0x80,__dt__9CCatapultFv
CODE_01_Visos (Mac Specific).bin,0x0001AA08,0x0001AA09,0x80,Usage__5CAmmoFv
CODE_01_Visos (Mac Specific).bin,0x0001AA6C,0x0001AA6D,0x80,__dt__5CAmmoFv
CODE_01_Visos (Mac Specific).bin,0x0001AAFC,0x0001AAFD,0x80,__dt__6CCrateFv
CODE_01_Visos (Mac Specific).bin,0x0001AB18,0x0001AB19,0x80,Usage__6CCrateFv
CODE_01_Visos (Mac Specific).bin,0x0001AB34,0x0001AB35,0x80,DoActivate__6CTowerFv
CODE_01_Visos (Mac Specific).bin,0x0001AB56,0x0001AB57,0x80,Usage__6CTowerFv
CODE_01_Visos (Mac Specific).bin,0x0001ABBC,0x0001ABBD,0x80,__dt__6CTowerFv
CODE_01_Visos (Mac Specific).bin,0x0001ABD8,0x0001ABD9,0x80,Usage__7CSwitchFv
CODE_01_Visos (Mac Specific).bin,0x0001ACF5,0x0001ACF6,0x00,GetViewData__7CSwitchFR9CViewData
CODE_01_Visos (Mac Specific).bin,0x0001AD24,0x0001AD25,0x80,Usage__4CKeyFv
CODE_01_Visos (Mac Specific).bin,0x0001AD88,0x0001AD89,0x80,__dt__4CKeyFv
CODE_01_Visos (Mac Specific).bin,0x0001ADA2,0x0001ADA3,0x80,Usage__8CBalloonFv
CODE_01_Visos (Mac Specific).bin,0x0001AE0A,0x0001AE0B,0x80,__dt__8CBalloonFv
CODE_01_Visos (Mac Specific).bin,0x0001AE26,0x0001AE27,0x80,DoActivate__9CPaintGunFv
CODE_01_Visos (Mac Specific).bin,0x0001AE6E,0x0001AE6F,0x80,__dt__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AE8A,0x0001AE8B,0x80,ShutDown__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AEAA,0x0001AEAB,0x80,OnZoom__7CDrawerFRC7CVSRect
CODE_01_Visos (Mac Specific).bin,0x0001AED0,0x0001AED1,0x80,OnSize__7CDrawerFRC7CVSRect
CODE_01_Visos (Mac Specific).bin,0x0001AEF6,0x0001AEF7,0x80,OnMove__7CDrawerFRC7CVSRect
CODE_01_Visos (Mac Specific).bin,0x0001AF1C,0x0001AF1D,0x80,OnPause__7CDrawerFUc
CODE_01_Visos (Mac Specific).bin,0x0001AF3C,0x0001AF3D,0x80,DestroyDrawer__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AF60,0x0001AF61,0x80,Process__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AF7E,0x0001AF7F,0x80,Initialise__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AFA0,0x0001AFA1,0x80,OnDriverChange__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AFC6,0x0001AFC7,0x80,RefreshView__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001AFEA,0x0001AFEB,0x80,UseChangingCursor__7CDrawerFv
CODE_01_Visos (Mac Specific).bin,0x0001B01B,0x0001B01C,0x00,SetOptionSelection__19CReceiveWindowStateF17eOptionSelections
CODE_01_Visos (Mac Specific).bin,0x0001B067,0x0001B068,0x00,GetPauser__19CReceiveWindowStateFv
CODE_01_Visos (Mac Specific).bin,0x0001B0A8,0x0001B0A9,0x80,Bored__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B0D4,0x0001B0D5,0x80,IsHit__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B112,0x0001B113,0x80,GetHit__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B14E,0x0001B14F,0x80,HitBall__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B18E,0x0001B18F,0x80,PickUpAmmo__14CPlayerLemmingFUs
CODE_01_Visos (Mac Specific).bin,0x0001B1C0,0x0001B1C1,0x80,Conveyor__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B1FE,0x0001B1FF,0x80,QOnBalloon__14CPlayerLemmingFv
CODE_01_Visos (Mac Specific).bin,0x0001B345,0x0001B346,0x00,GetViewData__7CRocketFR9CViewData
CODE_01_Visos (Mac Specific).bin,0x0001B3A4,0x0001B3A5,0x80,__dt__6CSheepFv
CODE_01_Visos (Mac Specific).bin,0x0001B3F0,0x0001B3F1,0x80,__dt__11CSheepGroupFv
